order_id,customer_id,product_id,order_date,channel,quantity,unit_price,discount_pct,returned,status
50029,10006,1010,2026-06-26,store,1,29.0,5.0,0,delivered
50030,10007,1006,2025-09-22,android,3,199.0,0.0,0,delivered
50031,10007,1013,2025-10-26,web,1,34.0,10.0,0,delivered
50032,10007,1005,2025-03-07,android,1,129.0,0.0,0,delivered
50033,10007,1009,2026-04-02,web,1,69.0,0.0,0,delivered
50034,10007,1010,2026-06-18,store,1,29.0,0.0,0,delivered
50035,10007,1014,2026-07-30,ios,1,89.0,0.0,1,returned
50036,10008,1013,2025-11-17,android,1,34.0,0.0,1,returned
50037,10009,1011,2025-10-14,ios,1,24.0,0.0,0,shipped
50038,10009,1003,2025-11-05,web,1,59.0,0.0,0,shipped
50039,10009,1009,2025-11-20,web,1,69.0,5.0,1,returned
50040,10009,1009,2025-05-17,android,1,69.0,0.0,0,delivered
50041,10009,1014,2025-02-14,web,1,89.0,0.0,0,delivered
50042,10010,1008,2026-07-16,web,1,39.0,0.0,0,delivered
50043,10010,1005,2026-07-04,store,1,129.0,0.0,0,delivered
50044,10010,1006,2026-03-16,ios,1,199.0,0.0,0,delivered
50045,10010,1004,2026-03-02,android,1,79.0,0.0,0,delivered
50046,10010,1012,2026-03-31,web,1,15.0,0.0,0,delivered
50047,10010,1002,2026-01-19,web,1,149.0,15.0,0,delivered
50048,10010,1012,2026-01-09,android,1,15.0,15.0,0,delivered
50049,10011,1014,2026-06-21,ios,1,89.0,0.0,0,delivered
50050,10012,1014,2026-06-12,web,1,89.0,0.0,0,cancelled
50051,10012,1010,2026-07-06,web,1,29.0,0.0,0,delivered
50052,10012,1010,2026-05-27,web,1,29.0,0.0,0,delivered
50053,10012,1006,2026-05-30,web,1,199.0,0.0,0,delivered
50054,10012,1014,2026-07-01,store,1,89.0,0.0,0,cancelled
50055,10013,1003,2026-06-05,ios,1,59.0,5.0,0,delivered
50056,10014,1003,2025-07-22,android,1,59.0,0.0,0,delivered
50057,10014,1012,2025-12-07,store,1,15.0,0.0,0,delivered
50058,10014,1003,2026-08-19,web,1,59.0,5.0,0,delivered
50059,10015,1013,2026-05-30,store,1,34.0,0.0,0,delivered
50060,10015,1009,2026-04-13,web,1,69.0,0.0,0,delivered
50061,10015,1014,2025-11-12,web,3,89.0,0.0,0,delivered
50062,10015,1015,2026-02-23,web,1,49.0,15.0,1,returned
50063,10016,1013,2026-06-22,web,1,34.0,0.0,1,returned
50064,10016,1007,2026-05-02,android,1,119.0,0.0,0,shipped
50065,10016,1012,2025-09-15,web,2,15.0,0.0,0,delivered
50066,10016,1005,2025-09-13,ios,1,129.0,0.0,1,returned
50067,10016,1003,2025-07-12,android,1,59.0,0.0,0,delivered
50068,10016,1002,2025-10-08,ios,1,149.0,0.0,0,delivered
50069,10017,1010,2026-03-12,android,1,29.0,0.0,0,delivered
50070,10017,1001,2025-08-31,ios,1,89.0,0.0,0,shipped
50071,10018,1014,2026-05-15,web,1,89.0,5.0,0,delivered
50072,10018,1003,2026-06-29,web,1,59.0,0.0,0,delivered
50073,10018,1002,2026-05-31,web,1,149.0,0.0,0,delivered
50074,10019,1002,2026-04-17,web,1,149.0,5.0,0,delivered
50075,10019,1010,2026-04-18,store,1,29.0,5.0,0,delivered
50076,10019,1005,2026-02-27,store,1,129.0,0.0,1,returned
50077,10019,1012,2026-05-29,android,1,15.0,0.0,0,delivered
50078,10019,1012,2026-07-07,android,1,15.0,0.0,0,delivered
50079,10019,1008,2026-05-28,android,1,39.0,10.0,0,delivered
50080,10019,1005,2026-06-18,web,2,129.0,0.0,0,delivered
50081,10020,1013,2025-11-21,web,1,34.0,5.0,0,delivered
50082,10021,1014,2026-01-16,web,1,89.0,10.0,0,delivered
50083,10021,1006,2026-08-07,android,1,199.0,0.0,0,shipped
50084,10022,1007,2025-11-28,web,1,119.0,0.0,0,delivered
50085,10022,1002,2026-01-18,ios,1,149.0,0.0,0,cancelled
50086,10022,1014,2026-02-24,ios,2,89.0,0.0,0,delivered
50087,10022,1010,2026-08-07,web,1,29.0,0.0,0,delivered
50088,10022,1012,2025-06-21,ios,1,15.0,5.0,0,delivered
50089,10022,1005,2026-07-02,store,1,129.0,0.0,0,delivered
50090,10022,1012,2026-02-07,store,1,15.0,0.0,0,delivered
50091,10023,1005,2025-07-20,store,1,129.0,0.0,0,delivered
50092,10024,1005,2026-06-12,web,1,129.0,5.0,0,shipped
50093,10024,1009,2025-09-27,store,1,69.0,0.0,0,delivered
50094,10024,1005,2025-02-08,web,1,129.0,10.0,0,delivered
50095,10024,1004,2026-02-28,store,1,79.0,0.0,0,delivered
50096,10024,1009,2025-12-08,ios,2,69.0,10.0,0,delivered
50097,10025,1005,2025-03-06,android,1,129.0,0.0,0,delivered
50098,10025,1001,2025-11-12,android,1,89.0,0.0,0,delivered
50099,10025,1002,2025-11-23,web,2,149.0,0.0,0,cancelled
50100,10025,1008,2025-10-26,android,1,39.0,15.0,0,shipped
50101,10026,1003,2026-01-17,web,1,59.0,0.0,0,delivered
50102,10026,1010,2025-06-26,ios,1,29.0,0.0,0,delivered
50103,10026,1002,2025-09-25,android,1,149.0,0.0,0,delivered
50104,10026,1005,2025-11-14,store,1,129.0,0.0,0,delivered
50105,10027,1003,2026-04-02,ios,1,59.0,5.0,0,delivered
50106,10027,1007,2025-09-18,android,1,119.0,5.0,0,delivered
50107,10027,1011,2025-09-23,store,1,24.0,0.0,0,cancelled
50108,10028,1010,2026-05-27,android,1,29.0,0.0,0,delivered
50109,10028,1003,2026-07-31,android,1,59.0,0.0,0,shipped
50110,10028,1004,2026-06-12,web,1,79.0,0.0,0,delivered
50111,10028,1005,2026-03-04,web,1,129.0,5.0,1,returned
50112,10029,1001,2025-10-05,web,1,89.0,0.0,0,shipped
50113,10030,1011,2025-10-09,ios,1,24.0,0.0,0,delivered
50114,10030,1009,2025-12-24,web,1,69.0,0.0,1,returned
50115,10030,1004,2026-04-05,ios,1,79.0,0.0,0,delivered
50116,10031,1002,2026-02-01,store,1,149.0,0.0,0,delivered
50117,10031,1004,2026-06-28,ios,1,79.0,0.0,0,delivered
50118,10031,1001,2026-02-06,web,3,89.0,0.0,0,delivered
50119,10031,1014,2026-04-23,store,1,89.0,0.0,0,delivered
50120,10031,1002,2026-01-11,web,1,149.0,0.0,0,delivered
50121,10031,1010,2025-10-25,web,1,29.0,0.0,0,delivered
50122,10032,1009,2026-07-15,web,1,69.0,0.0,0,delivered
50123,10032,1002,2026-08-05,web,1,149.0,0.0,0,shipped
50124,10032,1012,2026-05-27,ios,1,15.0,5.0,0,delivered
50125,10032,1015,2026-04-21,android,1,49.0,10.0,0,delivered
50126,10033,1003,2026-01-19,ios,1,59.0,0.0,0,delivered
50127,10033,1015,2026-02-28,android,1,49.0,0.0,1,returned
50128,10034,1008,2026-04-23,web,1,39.0,0.0,1,returned
50129,10034,1002,2025-07-09,web,1,149.0,0.0,0,delivered
50130,10034,1009,2025-12-10,ios,1,69.0,0.0,0,delivered
50131,10034,1009,2025-09-19,ios,1,69.0,0.0,1,returned
50132,10034,1005,2026-04-07,ios,1,129.0,0.0,0,cancelled
50133,10034,1015,2026-06-14,ios,1,49.0,0.0,1,returned
50134,10034,1009,2025-07-26,web,2,69.0,0.0,0,delivered
50135,10035,1013,2026-04-12,ios,1,34.0,0.0,0,shipped
50136,10036,1002,2025-04-13,ios,1,149.0,10.0,0,delivered
50137,10037,1006,2026-07-09,web,1,199.0,0.0,0,delivered
50138,10038,1002,2026-03-03,web,1,149.0,0.0,0,delivered
50139,10038,1015,2026-02-05,web,1,49.0,0.0,1,returned
50140,10038,1004,2026-03-13,web,1,79.0,0.0,0,delivered
50141,10038,1012,2025-11-01,web,1,15.0,0.0,0,delivered
50142,10038,1013,2026-02-16,web,2,34.0,0.0,0,delivered
50143,10038,1001,2026-06-14,web,1,89.0,0.0,0,delivered
50144,10038,1001,2026-02-09,web,1,89.0,0.0,0,delivered
50145,10039,1002,2026-04-08,ios,1,149.0,10.0,1,returned
50146,10040,1009,2025-10-26,android,1,69.0,0.0,0,delivered
50147,10040,1008,2026-01-04,android,1,39.0,5.0,0,delivered
50148,10040,1014,2026-03-17,ios,2,89.0,15.0,0,delivered
50149,10041,1005,2026-07-17,store,1,129.0,0.0,0,delivered
50150,10041,1002,2026-07-12,web,1,149.0,0.0,0,shipped
50151,10042,1002,2025-11-09,ios,1,149.0,0.0,0,cancelled
50152,10042,1013,2026-04-07,android,1,34.0,0.0,0,shipped
50153,10042,1003,2026-06-28,web,1,59.0,0.0,0,delivered
50154,10042,1008,2026-07-03,web,1,39.0,15.0,0,delivered
50155,10042,1010,2026-01-15,web,1,29.0,0.0,0,delivered
50156,10042,1013,2026-03-27,web,1,34.0,0.0,0,delivered
50157,10043,1015,2025-08-09,web,1,49.0,15.0,1,returned
50158,10043,1002,2026-01-02,android,3,149.0,5.0,0,delivered
50159,10043,1014,2026-03-10,store,1,89.0,0.0,0,delivered
50160,10043,1004,2025-08-29,web,1,79.0,5.0,0,delivered
50161,10043,1013,2026-05-11,android,1,34.0,10.0,0,delivered
50162,10044,1004,2025-03-31,ios,1,79.0,10.0,0,delivered
50163,10044,1015,2025-08-24,web,1,49.0,0.0,1,returned
50164,10044,1009,2025-03-21,android,1,69.0,0.0,0,delivered
50165,10044,1008,2025-04-11,android,1,39.0,15.0,0,delivered
50166,10044,1006,2025-06-26,ios,1,199.0,0.0,0,delivered
50167,10045,1006,2025-10-13,android,1,199.0,0.0,0,shipped
50168,10046,1013,2025-06-11,ios,1,34.0,0.0,1,returned
50169,10046,1003,2026-05-31,web,1,59.0,15.0,0,delivered
50170,10046,1011,2026-04-30,web,1,24.0,0.0,0,delivered
50171,10046,1015,2026-02-07,web,2,49.0,0.0,1,returned
50172,10046,1010,2026-06-25,web,2,29.0,10.0,0,delivered
50173,10046,1008,2025-08-05,android,1,39.0,10.0,0,cancelled
50174,10046,1001,2026-08-26,ios,3,89.0,0.0,0,delivered
50175,10047,1012,2025-12-17,web,1,15.0,0.0,0,delivered
50176,10047,1010,2026-06-29,android,1,29.0,10.0,0,delivered
50177,10047,1005,2025-06-26,store,1,129.0,0.0,0,delivered
50178,10048,1003,2026-03-11,web,1,59.0,0.0,0,delivered
50179,10048,1001,2025-09-11,web,1,89.0,0.0,0,delivered
50180,10048,1001,2025-06-09,store,1,89.0,0.0,0,delivered
50181,10048,1010,2026-02-01,store,1,29.0,5.0,0,delivered
50182,10048,1008,2025-10-06,web,1,39.0,5.0,0,delivered
50183,10048,1006,2025-08-15,web,1,199.0,0.0,0,delivered
50184,10048,1014,2026-01-24,web,1,89.0,0.0,1,returned
50185,10049,1015,2025-10-26,web,1,49.0,0.0,1,returned
50186,10049,1009,2026-08-05,android,1,69.0,5.0,0,delivered
50187,10049,1006,2025-11-16,ios,1,199.0,5.0,0,delivered
50188,10049,1007,2026-03-24,store,1,119.0,5.0,0,delivered
50189,10050,1014,2026-01-10,store,1,89.0,0.0,1,returned
50190,10050,1009,2025-03-12,android,2,69.0,0.0,0,delivered
50191,10050,1008,2026-08-10,ios,1,39.0,0.0,0,delivered
50192,10050,1006,2025-06-28,ios,1,199.0,0.0,0,shipped
50193,10050,1013,2026-01-30,web,1,34.0,15.0,1,returned
50194,10051,1014,2025-05-22,ios,1,89.0,0.0,0,shipped
50195,10052,1001,2025-05-27,web,1,89.0,0.0,0,delivered
50196,10052,1007,2025-05-26,store,3,119.0,5.0,0,delivered
50197,10052,1013,2025-05-20,web,1,34.0,0.0,0,cancelled
50198,10053,1008,2025-11-28,web,1,39.0,0.0,0,cancelled
50199,10053,1005,2026-04-07,android,1,129.0,0.0,0,delivered
50200,10053,1006,2026-01-31,web,1,199.0,0.0,0,delivered
50201,10054,1005,2026-06-09,web,1,129.0,15.0,0,delivered
50202,10054,1015,2026-03-10,web,1,49.0,0.0,0,delivered
50203,10054,1008,2025-08-13,web,1,39.0,0.0,0,delivered
50204,10054,1013,2025-04-14,web,1,34.0,0.0,1,returned
50205,10054,1003,2025-08-04,web,1,59.0,0.0,0,delivered
50206,10054,1005,2025-11-13,store,2,129.0,0.0,0,delivered
50207,10054,1005,2026-01-15,ios,1,129.0,0.0,0,delivered
50208,10054,1015,2026-03-13,ios,1,49.0,0.0,0,delivered
50209,10055,1004,2025-10-20,web,1,79.0,0.0,0,delivered
50210,10055,1011,2025-12-07,store,1,24.0,5.0,0,shipped
50211,10055,1014,2026-05-17,ios,1,89.0,0.0,0,delivered
50212,10055,1001,2026-05-29,ios,1,89.0,0.0,0,shipped
50213,10055,1011,2026-03-16,ios,1,24.0,0.0,0,cancelled
50214,10056,1009,2025-11-29,web,1,69.0,0.0,0,delivered
50215,10056,1007,2026-04-26,web,1,119.0,0.0,0,delivered
50216,10056,1002,2025-12-08,web,1,149.0,0.0,0,delivered
50217,10056,1006,2026-03-18,web,1,199.0,0.0,0,delivered
50218,10056,1015,2026-08-12,store,1,490.0,0.0,0,delivered
50219,10056,1001,2025-09-28,store,2,89.0,0.0,0,shipped
50220,10056,1009,2025-11-01,android,2,69.0,0.0,1,returned
50221,10056,1012,2025-09-29,store,1,15.0,0.0,0,delivered
50222,10056,1013,2026-05-20,ios,2,34.0,0.0,0,delivered
50223,10057,1015,2026-08-17,store,1,49.0,5.0,0,shipped
50224,10057,1002,2026-01-25,web,1,149.0,0.0,0,cancelled
50225,10057,1007,2025-11-29,ios,1,119.0,5.0,0,delivered
50226,10057,1004,2026-06-16,web,1,79.0,10.0,0,delivered
50227,10057,1002,2026-04-10,web,1,149.0,0.0,0,delivered
50228,10057,1014,2026-05-10,ios,1,89.0,0.0,0,delivered
50229,10057,1002,2026-08-07,android,1,149.0,0.0,0,delivered
50230,10058,1013,2025-03-11,ios,1,34.0,0.0,0,delivered
50231,10058,1004,2025-07-16,web,1,79.0,0.0,0,delivered
50232,10058,1003,2025-05-10,web,1,59.0,0.0,0,delivered
50233,10058,1009,2026-06-13,web,1,69.0,0.0,0,delivered
50234,10058,1007,2025-11-13,web,1,119.0,0.0,0,delivered
50235,10059,1004,2026-06-26,ios,1,79.0,5.0,0,delivered
50236,10059,1009,2026-05-12,store,2,69.0,15.0,0,shipped
50237,10059,1010,2025-12-24,web,1,29.0,0.0,0,delivered
50238,10060,1005,2025-05-28,ios,3,129.0,0.0,0,delivered
50239,10060,1009,2025-11-05,web,1,69.0,0.0,0,delivered
50240,10061,1003,2025-07-22,web,1,59.0,0.0,0,delivered
50241,10061,1005,2025-07-09,android,1,129.0,0.0,0,delivered
50242,10061,1005,2026-04-15,web,1,129.0,5.0,0,shipped
50243,10061,1007,2026-06-16,android,1,119.0,0.0,0,cancelled
50244,10061,1002,2026-05-24,store,1,149.0,0.0,0,delivered
50245,10061,1002,2025-10-14,web,2,149.0,0.0,0,cancelled
50246,10061,1009,2025-06-19,web,1,69.0,10.0,0,delivered
50247,10062,1014,2025-11-17,web,2,89.0,0.0,0,delivered
50248,10062,1002,2026-04-01,android,1,149.0,0.0,0,delivered
50249,10062,1015,2025-07-07,ios,1,49.0,15.0,1,returned
50250,10062,1014,2026-06-07,ios,1,89.0,0.0,1,returned
50251,10063,1014,2026-07-30,web,1,89.0,10.0,1,returned
50252,10063,1014,2026-03-16,ios,1,89.0,0.0,0,delivered
50253,10063,1014,2026-05-27,ios,1,89.0,0.0,0,delivered
50254,10063,1015,2025-12-03,store,1,49.0,0.0,0,delivered
50255,10063,1006,2026-05-19,android,1,199.0,5.0,0,shipped
50256,10064,1012,2026-02-13,web,1,15.0,0.0,0,delivered
50257,10065,1008,2025-07-17,web,1,39.0,0.0,0,delivered
50258,10065,1001,2026-03-21,ios,1,89.0,0.0,0,cancelled
50259,10065,1014,2025-09-23,web,1,89.0,5.0,0,delivered
50260,10065,1014,2025-08-10,ios,1,89.0,0.0,0,delivered
50261,10065,1008,2026-07-06,android,1,39.0,0.0,0,delivered
50262,10065,1001,2026-03-19,store,2,89.0,0.0,0,delivered
50263,10066,1015,2026-04-12,web,1,49.0,0.0,0,delivered
50264,10066,1013,2025-12-12,web,1,34.0,0.0,0,delivered
50265,10067,1014,2026-05-14,android,1,89.0,0.0,0,delivered
50266,10067,1006,2026-07-12,web,1,199.0,0.0,1,returned
50267,10067,1006,2026-04-30,ios,1,199.0,15.0,0,cancelled
50268,10067,1012,2026-06-20,web,1,15.0,0.0,0,delivered
50269,10067,1006,2026-07-02,store,1,199.0,5.0,0,delivered
50270,10068,1004,2026-04-08,store,1,79.0,0.0,0,cancelled
50271,10068,1012,2026-02-18,web,1,15.0,0.0,0,delivered
50272,10068,1010,2025-08-01,ios,1,29.0,0.0,0,delivered
50273,10068,1009,2026-05-07,ios,1,69.0,0.0,0,delivered
50274,10068,1005,2026-06-23,web,1,129.0,0.0,0,delivered
50275,10068,1009,2025-11-08,android,1,69.0,0.0,0,delivered
50276,10068,1009,2026-04-19,ios,1,69.0,5.0,0,delivered
50277,10069,1007,2026-06-27,store,2,119.0,0.0,0,delivered
50278,10069,1012,2026-03-27,ios,1,15.0,0.0,0,delivered
50279,10069,1002,2026-01-07,web,1,149.0,0.0,0,delivered
50280,10069,1013,2026-05-15,web,1,34.0,0.0,0,delivered
50281,10069,1004,2026-01-27,store,1,79.0,10.0,0,delivered
50282,10069,1002,2026-05-03,ios,1,149.0,10.0,0,delivered
50283,10070,1014,2026-07-13,web,1,89.0,0.0,0,delivered
50284,10070,1003,2026-01-03,web,1,59.0,0.0,0,delivered
50285,10070,1011,2026-06-13,ios,1,24.0,10.0,0,delivered
50286,10071,1009,2026-06-03,store,1,69.0,0.0,0,delivered
50287,10071,1008,2026-06-09,web,1,39.0,0.0,0,delivered
50288,10072,1002,2025-10-25,web,1,149.0,0.0,0,delivered
50289,10072,1003,2026-08-09,web,1,59.0,0.0,0,delivered
50290,10072,1012,2026-04-19,ios,2,15.0,15.0,0,delivered
50291,10072,1002,2025-12-25,web,1,149.0,0.0,0,delivered
50292,10072,1008,2025-04-12,web,1,39.0,0.0,0,delivered
50293,10073,1005,2026-06-05,store,2,129.0,0.0,0,delivered
50294,10074,1013,2026-02-02,web,1,34.0,5.0,1,returned
50295,10075,1004,2026-07-16,android,1,79.0,10.0,0,delivered
50296,10075,1008,2026-05-17,ios,1,39.0,0.0,0,cancelled
50297,10075,1014,2026-08-15,web,1,89.0,0.0,0,delivered
50298,10075,1015,2026-04-22,ios,1,49.0,5.0,0,delivered
50299,10075,1006,2026-02-12,android,1,199.0,0.0,0,shipped
50300,10076,1013,2026-06-26,store,1,34.0,5.0,1,returned
50301,10076,1008,2026-06-25,ios,1,39.0,5.0,0,delivered
50302,10077,1009,2025-09-20,web,1,69.0,0.0,0,delivered
50303,10078,1002,2026-07-16,web,1,149.0,0.0,0,cancelled
50304,10078,1009,2026-05-20,web,1,69.0,5.0,0,delivered
50305,10078,1010,2026-04-19,web,1,29.0,0.0,0,delivered
50306,10078,1011,2025-12-22,ios,1,24.0,0.0,0,delivered
50307,10078,1012,2025-12-02,android,1,15.0,0.0,0,delivered
50308,10078,1015,2026-04-03,ios,1,49.0,0.0,0,delivered
50309,10078,1008,2026-08-04,android,2,39.0,0.0,0,delivered
50310,10079,1001,2026-07-09,web,1,89.0,0.0,0,delivered
50311,10079,1014,2026-07-22,web,1,89.0,0.0,0,delivered
50312,10079,1002,2026-02-21,ios,1,149.0,10.0,0,delivered
50313,10079,1013,2025-12-03,web,1,34.0,0.0,0,cancelled
50314,10079,1007,2026-02-20,web,1,119.0,0.0,0,delivered
50315,10079,1015,2026-02-04,web,1,49.0,0.0,0,delivered
50316,10080,1014,2026-02-22,web,1,89.0,10.0,0,delivered
50317,10080,1008,2025-03-18,android,1,39.0,0.0,0,delivered
50318,10080,1015,2025-03-10,store,1,49.0,0.0,0,delivered
50319,10080,1009,2026-08-15,store,1,69.0,0.0,0,delivered
50320,10080,1006,2025-12-25,android,1,199.0,0.0,0,delivered
50321,10080,1014,2025-11-22,web,1,89.0,5.0,1,returned
50322,10081,1014,2025-10-02,store,1,89.0,0.0,0,shipped
50323,10081,1011,2025-09-30,android,1,24.0,0.0,0,delivered
50324,10081,1015,2025-10-06,store,1,49.0,0.0,0,delivered
50325,10081,1005,2025-10-12,ios,1,129.0,0.0,0,delivered
50326,10082,1009,2026-02-18,ios,1,69.0,0.0,0,delivered
50327,10082,1010,2026-03-29,android,1,29.0,0.0,0,delivered
50328,10082,1001,2025-12-22,ios,1,89.0,5.0,0,delivered
50329,10083,1003,2025-05-13,web,2,59.0,0.0,0,delivered
50330,10083,1009,2025-05-21,android,1,69.0,0.0,0,delivered
50331,10083,1012,2025-03-24,android,1,15.0,0.0,0,delivered
50332,10083,1011,2025-05-20,android,1,24.0,10.0,0,delivered
50333,10084,1002,2025-08-29,web,1,149.0,0.0,0,delivered
50334,10084,1010,2025-09-10,android,1,29.0,0.0,0,delivered
50335,10084,1004,2025-09-02,ios,1,79.0,0.0,1,returned
50336,10084,1004,2025-09-10,store,1,79.0,0.0,0,delivered
50337,10085,1007,2025-06-15,web,1,119.0,5.0,0,delivered
50338,10085,1006,2025-06-13,ios,1,199.0,0.0,0,delivered
50339,10085,1007,2025-09-03,web,1,119.0,5.0,0,delivered
50340,10085,1011,2025-04-29,android,1,24.0,0.0,0,delivered
50341,10085,1009,2025-09-15,android,1,69.0,5.0,0,delivered
50342,10085,1001,2025-12-02,store,2,89.0,10.0,0,delivered
50343,10085,1014,2025-08-12,ios,1,89.0,0.0,1,returned
50344,10085,1015,2026-06-16,ios,1,49.0,0.0,1,returned
50345,10085,1007,2026-05-23,web,1,119.0,0.0,0,delivered
50346,10085,1007,2025-09-09,web,1,119.0,0.0,0,delivered
50347,10086,1008,2026-02-23,ios,1,39.0,0.0,0,delivered
50348,10086,1002,2026-05-18,web,1,149.0,0.0,0,delivered
50349,10086,1013,2026-04-22,web,1,34.0,0.0,1,returned
50350,10086,1007,2026-07-09,android,1,119.0,0.0,0,delivered
50351,10087,1004,2026-07-18,web,1,79.0,0.0,0,cancelled
50352,10087,1013,2026-03-05,android,1,34.0,10.0,0,delivered
50353,10087,1013,2026-07-31,store,1,34.0,0.0,0,delivered
50354,10087,1006,2025-08-08,web,1,199.0,5.0,1,returned
50355,10088,1009,2026-02-17,ios,1,69.0,10.0,0,delivered
50356,10088,1013,2026-07-29,ios,1,34.0,5.0,1,returned
50357,10088,1014,2026-06-12,android,1,89.0,0.0,0,delivered
50358,10088,1012,2026-04-13,android,1,15.0,0.0,0,delivered
50359,10088,1007,2026-06-23,ios,1,119.0,0.0,0,delivered
50360,10088,1005,2026-07-21,ios,1,129.0,10.0,0,delivered
50361,10089,1004,2026-04-10,web,1,79.0,0.0,0,delivered
50362,10089,1003,2026-02-03,android,1,59.0,0.0,0,delivered
50363,10089,1008,2026-07-27,web,1,39.0,0.0,0,delivered
50364,10089,1009,2026-07-07,web,2,69.0,0.0,0,delivered
50365,10089,1015,2025-12-15,web,1,49.0,0.0,0,delivered
50366,10089,1011,2026-07-25,ios,1,24.0,0.0,0,delivered
50367,10089,1005,2026-03-30,web,1,129.0,0.0,0,delivered
50368,10090,1010,2025-04-18,web,1,29.0,0.0,0,delivered
50369,10091,1008,2026-02-04,web,1,39.0,0.0,0,delivered
50370,10091,1014,2026-03-03,web,1,89.0,5.0,0,delivered
50371,10092,1002,2026-04-25,web,2,149.0,0.0,0,delivered
50372,10093,1005,2026-06-05,web,1,129.0,5.0,0,delivered
50373,10093,1001,2026-08-09,ios,1,89.0,10.0,0,shipped
50374,10093,1009,2026-07-11,ios,1,69.0,0.0,0,delivered
50375,10093,1010,2026-07-19,web,1,29.0,0.0,0,delivered
50376,10094,1007,2026-05-15,store,1,119.0,0.0,0,delivered
50377,10094,1005,2025-06-26,store,1,129.0,0.0,0,delivered
50378,10095,1009,2025-08-25,web,1,69.0,0.0,0,delivered
50379,10095,1005,2026-07-09,android,1,129.0,0.0,1,returned
50380,10096,1010,2026-03-10,ios,1,29.0,0.0,0,shipped
50381,10096,1006,2025-11-24,web,1,199.0,0.0,0,cancelled
50382,10097,1001,2026-07-09,store,1,89.0,5.0,0,shipped
50383,10097,1008,2026-02-06,web,1,39.0,0.0,0,delivered
50384,10097,1015,2025-10-30,web,1,49.0,0.0,0,delivered
50385,10097,1009,2026-08-25,web,1,69.0,10.0,0,delivered
50386,10098,1009,2026-02-13,ios,1,69.0,0.0,0,delivered
50387,10098,1001,2025-12-06,web,1,89.0,0.0,0,delivered
50388,10098,1001,2026-01-26,web,1,89.0,0.0,0,delivered
50389,10098,1008,2025-07-27,android,1,39.0,5.0,0,delivered
50390,10099,1011,2026-01-16,web,1,24.0,0.0,0,delivered
50391,10100,1015,2025-07-26,ios,1,49.0,0.0,0,delivered
50392,10100,1001,2026-04-05,ios,3,89.0,5.0,0,delivered
50393,10100,1014,2025-11-29,store,1,89.0,0.0,1,returned
50394,10101,1014,2025-05-01,store,1,89.0,0.0,0,delivered
50395,10102,1006,2025-07-29,ios,1,199.0,0.0,0,delivered
50396,10102,1002,2025-04-14,ios,1,149.0,0.0,0,cancelled
50397,10102,1001,2025-07-20,web,1,89.0,0.0,0,delivered
50398,10103,1010,2026-04-26,store,2,29.0,10.0,0,delivered
50399,10103,1005,2025-09-27,android,1,129.0,0.0,0,delivered
50400,10103,1009,2026-05-05,web,1,69.0,0.0,0,delivered
50401,10103,1004,2026-07-23,web,2,79.0,0.0,0,delivered
50402,10103,1012,2026-05-09,ios,1,15.0,0.0,0,delivered
50403,10104,1009,2026-04-28,web,1,69.0,0.0,0,delivered
50404,10104,1009,2025-12-19,ios,1,69.0,0.0,0,delivered
50405,10104,1002,2026-08-10,ios,1,149.0,0.0,0,delivered
50406,10104,1002,2026-08-02,ios,2,149.0,0.0,0,delivered
