filepath,label
data/images/wrong_item/wrong_item_069.png,wrong_item
data/images/wrong_item/wrong_item_070.png,wrong_item
data/images/wrong_item/wrong_item_071.png,wrong_item
data/images/wrong_item/wrong_item_072.png,wrong_item
data/images/wrong_item/wrong_item_073.png,wrong_item
data/images/wrong_item/wrong_item_074.png,wrong_item
data/images/wrong_item/wrong_item_075.png,wrong_item
data/images/wrong_item/wrong_item_076.png,wrong_item
data/images/wrong_item/wrong_item_077.png,wrong_item
data/images/wrong_item/wrong_item_078.png,wrong_item
data/images/wrong_item/wrong_item_079.png,wrong_item
